date,port,wind_speed_kmh,wave_height_m,rainfall_mm,cyclone_alert_level,source
2021-05-04,IND_PAR,32.2,2.49,22.8,Watch,SYNTHETIC_DEMO
2021-05-04,IND_GVM,24.1,2.45,10.8,Watch,SYNTHETIC_DEMO
2021-05-04,IND_DHM,29.6,2.56,12.3,Watch,SYNTHETIC_DEMO
2021-05-04,IND_HLD,33.6,2.62,14.5,Watch,SYNTHETIC_DEMO
2021-05-04,IND_GOP,24.6,2.55,24.2,Watch,SYNTHETIC_DEMO
2021-05-04,AUS_NEW,24.6,2.65,11.7,Watch,SYNTHETIC_DEMO
2021-05-04,AUS_HAY,26.3,2.38,19.1,Watch,SYNTHETIC_DEMO
2021-05-04,IDN_TAB,28.3,2.08,20.7,Watch,SYNTHETIC_DEMO
2021-05-04,ZAF_RIC,31.5,2.19,11.1,Watch,SYNTHETIC_DEMO
2021-05-05,IND_VZG,26.3,1.92,16.0,Watch,SYNTHETIC_DEMO
2021-05-05,IND_PAR,24.9,2.37,10.5,Watch,SYNTHETIC_DEMO
2021-05-05,IND_GVM,31.7,2.32,14.3,Watch,SYNTHETIC_DEMO
2021-05-05,IND_DHM,30.6,2.14,31.4,Watch,SYNTHETIC_DEMO
2021-05-05,IND_HLD,32.1,2.38,18.2,Watch,SYNTHETIC_DEMO
2021-05-05,IND_GOP,23.6,2.51,18.6,Watch,SYNTHETIC_DEMO
2021-05-05,AUS_NEW,28.7,1.79,14.4,Watch,SYNTHETIC_DEMO
2021-05-05,AUS_HAY,24.2,2.31,24.7,Watch,SYNTHETIC_DEMO
2021-05-05,IDN_TAB,29.1,2.89,10.2,Watch,SYNTHETIC_DEMO
2021-05-05,ZAF_RIC,29.7,2.46,13.3,Watch,SYNTHETIC_DEMO
2021-05-06,IND_VZG,26.7,2.61,13.1,Watch,SYNTHETIC_DEMO
2021-05-06,IND_PAR,23.0,2.44,12.6,Watch,SYNTHETIC_DEMO
2021-05-06,IND_GVM,30.0,2.6,29.0,Watch,SYNTHETIC_DEMO
2021-05-06,IND_DHM,31.5,2.4,10.8,Watch,SYNTHETIC_DEMO
2021-05-06,IND_HLD,32.1,2.42,15.1,Watch,SYNTHETIC_DEMO
2021-05-06,IND_GOP,24.6,2.28,10.8,Watch,SYNTHETIC_DEMO
2021-05-06,AUS_NEW,30.1,2.57,11.8,Watch,SYNTHETIC_DEMO
2021-05-06,AUS_HAY,31.9,2.55,11.0,Watch,SYNTHETIC_DEMO
2021-05-06,IDN_TAB,31.7,2.4,30.7,Watch,SYNTHETIC_DEMO
2021-05-06,ZAF_RIC,21.9,2.81,11.4,Watch,SYNTHETIC_DEMO
2021-05-07,IND_VZG,28.0,2.51,16.1,Watch,SYNTHETIC_DEMO
2021-05-07,IND_PAR,36.8,1.76,18.0,Warning,SYNTHETIC_DEMO
2021-05-07,IND_GVM,31.2,2.38,10.6,Watch,SYNTHETIC_DEMO
2021-05-07,IND_DHM,25.6,2.54,15.2,Watch,SYNTHETIC_DEMO
2021-05-07,IND_HLD,29.6,2.59,10.9,Watch,SYNTHETIC_DEMO
2021-05-07,IND_GOP,25.0,3.33,13.5,Watch,SYNTHETIC_DEMO
2021-05-07,AUS_NEW,31.9,2.68,21.0,Watch,SYNTHETIC_DEMO
2021-05-07,AUS_HAY,32.7,2.12,13.5,Watch,SYNTHETIC_DEMO
2021-05-07,IDN_TAB,29.7,2.19,22.4,Watch,SYNTHETIC_DEMO
2021-05-07,ZAF_RIC,30.2,1.88,13.5,Watch,SYNTHETIC_DEMO
2021-05-08,IND_VZG,23.1,2.73,10.9,Watch,SYNTHETIC_DEMO
2021-05-08,IND_PAR,18.8,2.44,14.8,Watch,SYNTHETIC_DEMO
2021-05-08,IND_GVM,30.6,2.17,10.8,Watch,SYNTHETIC_DEMO
2021-05-08,IND_DHM,30.0,2.23,15.2,Watch,SYNTHETIC_DEMO
2021-05-08,IND_HLD,23.9,2.66,11.7,Watch,SYNTHETIC_DEMO
2021-05-08,IND_GOP,21.3,2.68,16.2,Watch,SYNTHETIC_DEMO
2021-05-08,AUS_NEW,29.2,2.52,10.7,Watch,SYNTHETIC_DEMO
2021-05-08,AUS_HAY,27.8,2.54,11.0,Watch,SYNTHETIC_DEMO
2021-05-08,IDN_TAB,27.0,2.6,10.1,Watch,SYNTHETIC_DEMO
2021-05-08,ZAF_RIC,24.9,3.02,16.2,Watch,SYNTHETIC_DEMO
2021-05-09,IND_VZG,31.7,1.99,10.6,Watch,SYNTHETIC_DEMO
2021-05-09,IND_PAR,24.6,2.53,12.1,Watch,SYNTHETIC_DEMO
2021-05-09,IND_GVM,25.1,2.5,11.5,Watch,SYNTHETIC_DEMO
2021-05-09,IND_DHM,27.4,2.22,10.6,Watch,SYNTHETIC_DEMO
2021-05-09,IND_HLD,29.6,2.21,14.8,Watch,SYNTHETIC_DEMO
2021-05-09,IND_GOP,28.3,2.62,16.2,Watch,SYNTHETIC_DEMO
2021-05-09,AUS_NEW,28.6,2.02,11.2,Watch,SYNTHETIC_DEMO
2021-05-09,AUS_HAY,22.0,2.69,12.3,Watch,SYNTHETIC_DEMO
2021-05-09,IDN_TAB,26.8,2.06,15.6,Watch,SYNTHETIC_DEMO
2021-05-09,ZAF_RIC,26.1,2.2,16.0,Watch,SYNTHETIC_DEMO
2021-05-10,IND_VZG,23.7,2.65,13.5,Watch,SYNTHETIC_DEMO
2021-05-10,IND_PAR,27.5,2.23,12.0,Watch,SYNTHETIC_DEMO
2021-05-10,IND_GVM,28.2,2.51,15.8,Watch,SYNTHETIC_DEMO
2021-05-10,IND_DHM,30.7,2.29,17.2,Watch,SYNTHETIC_DEMO
2021-05-10,IND_HLD,18.5,2.81,12.4,Watch,SYNTHETIC_DEMO
2021-05-10,IND_GOP,28.1,2.26,12.6,Watch,SYNTHETIC_DEMO
2021-05-10,AUS_NEW,28.7,2.78,12.5,Watch,SYNTHETIC_DEMO
2021-05-10,AUS_HAY,21.5,2.07,14.5,Watch,SYNTHETIC_DEMO
2021-05-10,IDN_TAB,27.2,2.21,15.2,Watch,SYNTHETIC_DEMO
2021-05-10,ZAF_RIC,27.6,2.84,12.9,Watch,SYNTHETIC_DEMO
2021-05-11,IND_VZG,30.0,2.27,19.6,Watch,SYNTHETIC_DEMO
2021-05-11,IND_PAR,22.6,2.67,11.1,Watch,SYNTHETIC_DEMO
2021-05-11,IND_GVM,30.8,2.73,13.9,Watch,SYNTHETIC_DEMO
2021-05-11,IND_DHM,18.3,1.95,15.6,Watch,SYNTHETIC_DEMO
2021-05-11,IND_HLD,29.5,2.74,11.0,Watch,SYNTHETIC_DEMO
2021-05-11,IND_GOP,26.5,2.38,12.2,Watch,SYNTHETIC_DEMO
2021-05-11,AUS_NEW,30.3,1.92,19.3,Watch,SYNTHETIC_DEMO
2021-05-11,AUS_HAY,26.6,2.21,12.3,Watch,SYNTHETIC_DEMO
2021-05-11,IDN_TAB,30.3,2.34,12.3,Watch,SYNTHETIC_DEMO
2021-05-11,ZAF_RIC,26.9,2.46,12.9,Watch,SYNTHETIC_DEMO
2021-05-12,IND_VZG,31.5,2.65,10.1,Watch,SYNTHETIC_DEMO
2021-05-12,IND_PAR,24.1,2.44,11.6,Watch,SYNTHETIC_DEMO
2021-05-12,IND_GVM,24.6,2.59,15.0,Watch,SYNTHETIC_DEMO
2021-05-12,IND_DHM,26.0,2.13,26.9,Watch,SYNTHETIC_DEMO
2021-05-12,IND_HLD,39.2,2.33,14.6,Warning,SYNTHETIC_DEMO
2021-05-12,IND_GOP,38.2,1.77,13.9,Warning,SYNTHETIC_DEMO
2021-05-12,AUS_NEW,34.2,2.15,32.8,Watch,SYNTHETIC_DEMO
2021-05-12,AUS_HAY,27.1,2.13,11.8,Watch,SYNTHETIC_DEMO
2021-05-12,IDN_TAB,32.0,2.37,12.7,Watch,SYNTHETIC_DEMO
2021-05-12,ZAF_RIC,32.8,2.82,17.7,Watch,SYNTHETIC_DEMO
2021-05-13,IND_VZG,27.3,2.82,22.1,Watch,SYNTHETIC_DEMO
2021-05-13,IND_PAR,26.4,2.35,12.3,Watch,SYNTHETIC_DEMO
2021-05-13,IND_GVM,23.7,2.52,11.5,Watch,SYNTHETIC_DEMO
2021-05-13,IND_DHM,29.4,2.04,10.0,Watch,SYNTHETIC_DEMO
2021-05-13,IND_HLD,18.8,2.24,15.1,Watch,SYNTHETIC_DEMO
2021-05-13,IND_GOP,33.3,1.68,15.0,Watch,SYNTHETIC_DEMO
2021-05-13,AUS_NEW,26.9,2.54,13.8,Watch,SYNTHETIC_DEMO
2021-05-13,AUS_HAY,33.3,2.62,12.7,Watch,SYNTHETIC_DEMO
2021-05-13,IDN_TAB,34.0,2.22,11.0,Watch,SYNTHETIC_DEMO
2021-05-13,ZAF_RIC,31.0,2.72,14.5,Watch,SYNTHETIC_DEMO
2021-05-14,IND_VZG,28.5,1.98,18.2,Watch,SYNTHETIC_DEMO
2021-05-14,IND_PAR,20.4,2.2,13.2,Watch,SYNTHETIC_DEMO
2021-05-14,IND_GVM,31.8,2.19,20.8,Watch,SYNTHETIC_DEMO
2021-05-14,IND_DHM,22.3,1.8,10.8,Watch,SYNTHETIC_DEMO
2021-05-14,IND_HLD,34.4,1.93,17.5,Watch,SYNTHETIC_DEMO
2021-05-14,IND_GOP,29.0,2.5,12.0,Watch,SYNTHETIC_DEMO
2021-05-14,AUS_NEW,30.1,2.62,13.1,Watch,SYNTHETIC_DEMO
2021-05-14,AUS_HAY,27.3,2.52,20.2,Watch,SYNTHETIC_DEMO
2021-05-14,IDN_TAB,31.5,2.28,12.2,Watch,SYNTHETIC_DEMO
2021-05-14,ZAF_RIC,22.2,2.2,11.9,Watch,SYNTHETIC_DEMO
2021-05-15,IND_VZG,24.5,2.32,10.2,Watch,SYNTHETIC_DEMO
2021-05-15,IND_PAR,20.0,1.98,12.4,Watch,SYNTHETIC_DEMO
2021-05-15,IND_GVM,26.0,2.62,16.5,Watch,SYNTHETIC_DEMO
2021-05-15,IND_DHM,28.7,1.91,13.0,Watch,SYNTHETIC_DEMO
2021-05-15,IND_HLD,33.2,2.97,23.6,Watch,SYNTHETIC_DEMO
2021-05-15,IND_GOP,25.9,2.37,11.4,Watch,SYNTHETIC_DEMO
2021-05-15,AUS_NEW,30.9,2.93,10.7,Watch,SYNTHETIC_DEMO
2021-05-15,AUS_HAY,24.2,2.77,10.8,Watch,SYNTHETIC_DEMO
2021-05-15,IDN_TAB,30.0,2.57,21.7,Watch,SYNTHETIC_DEMO
2021-05-15,ZAF_RIC,34.0,2.27,10.7,Watch,SYNTHETIC_DEMO
2021-05-16,IND_VZG,30.2,2.41,12.7,Watch,SYNTHETIC_DEMO
2021-05-16,IND_PAR,34.0,2.19,10.6,Watch,SYNTHETIC_DEMO
2021-05-16,IND_GVM,23.8,2.33,18.5,Watch,SYNTHETIC_DEMO
2021-05-16,IND_DHM,16.6,2.22,16.3,Watch,SYNTHETIC_DEMO
2021-05-16,IND_HLD,24.6,2.55,11.2,Watch,SYNTHETIC_DEMO
2021-05-16,IND_GOP,31.7,2.41,18.0,Watch,SYNTHETIC_DEMO
2021-05-16,AUS_NEW,32.4,2.35,13.1,Watch,SYNTHETIC_DEMO
2021-05-16,AUS_HAY,27.0,2.57,15.3,Watch,SYNTHETIC_DEMO
2021-05-16,IDN_TAB,24.2,3.12,19.2,Watch,SYNTHETIC_DEMO
2021-05-16,ZAF_RIC,32.9,3.13,11.6,Watch,SYNTHETIC_DEMO
2021-05-17,IND_VZG,24.5,2.13,21.0,Watch,SYNTHETIC_DEMO
2021-05-17,IND_PAR,22.9,1.82,11.3,Watch,SYNTHETIC_DEMO
2021-05-17,IND_GVM,29.3,2.56,10.6,Watch,SYNTHETIC_DEMO
2021-05-17,IND_DHM,31.8,2.47,16.5,Watch,SYNTHETIC_DEMO
2021-05-17,IND_HLD,22.7,2.49,14.8,Watch,SYNTHETIC_DEMO
2021-05-17,IND_GOP,26.4,2.11,21.8,Watch,SYNTHETIC_DEMO
2021-05-17,AUS_NEW,25.5,2.02,18.6,Watch,SYNTHETIC_DEMO
2021-05-17,AUS_HAY,33.7,2.01,15.9,Watch,SYNTHETIC_DEMO
2021-05-17,IDN_TAB,27.9,2.2,39.5,Watch,SYNTHETIC_DEMO
2021-05-17,ZAF_RIC,27.1,2.2,10.5,Watch,SYNTHETIC_DEMO
2021-05-18,IND_VZG,23.1,2.56,21.8,Watch,SYNTHETIC_DEMO
2021-05-18,IND_PAR,29.7,2.1,14.2,Watch,SYNTHETIC_DEMO
2021-05-18,IND_GVM,30.9,1.68,34.1,Watch,SYNTHETIC_DEMO
2021-05-18,IND_DHM,28.3,2.62,20.2,Watch,SYNTHETIC_DEMO
2021-05-18,IND_HLD,23.9,2.84,14.6,Watch,SYNTHETIC_DEMO
2021-05-18,IND_GOP,21.9,2.56,13.8,Watch,SYNTHETIC_DEMO
2021-05-18,AUS_NEW,27.3,3.03,10.7,Watch,SYNTHETIC_DEMO
2021-05-18,AUS_HAY,31.2,2.62,11.0,Watch,SYNTHETIC_DEMO
2021-05-18,IDN_TAB,29.4,2.47,33.4,Watch,SYNTHETIC_DEMO
2021-05-18,ZAF_RIC,35.4,2.26,11.2,Warning,SYNTHETIC_DEMO
2021-05-19,IND_VZG,33.6,2.44,12.5,Watch,SYNTHETIC_DEMO
2021-05-19,IND_PAR,27.2,3.19,24.0,Watch,SYNTHETIC_DEMO
2021-05-19,IND_GVM,29.5,1.98,30.8,Watch,SYNTHETIC_DEMO
2021-05-19,IND_DHM,30.5,2.51,13.3,Watch,SYNTHETIC_DEMO
2021-05-19,IND_HLD,26.6,2.64,12.2,Watch,SYNTHETIC_DEMO
2021-05-19,IND_GOP,26.9,2.24,10.6,Watch,SYNTHETIC_DEMO
2021-05-19,AUS_NEW,26.0,2.06,17.1,Watch,SYNTHETIC_DEMO
2021-05-19,AUS_HAY,25.4,2.09,23.3,Watch,SYNTHETIC_DEMO
2021-05-19,IDN_TAB,29.3,2.34,10.5,Watch,SYNTHETIC_DEMO
2021-05-19,ZAF_RIC,28.1,2.24,11.0,Watch,SYNTHETIC_DEMO
2021-05-20,IND_VZG,33.4,2.59,11.2,Watch,SYNTHETIC_DEMO
2021-05-20,IND_PAR,28.4,2.68,10.8,Watch,SYNTHETIC_DEMO
2021-05-20,IND_GVM,35.5,2.57,12.1,Warning,SYNTHETIC_DEMO
2021-05-20,IND_DHM,24.6,2.18,13.6,Watch,SYNTHETIC_DEMO
2021-05-20,IND_HLD,19.8,2.38,15.1,Watch,SYNTHETIC_DEMO
2021-05-20,IND_GOP,31.8,2.42,16.2,Watch,SYNTHETIC_DEMO
2021-05-20,AUS_NEW,32.7,2.6,14.4,Watch,SYNTHETIC_DEMO
2021-05-20,AUS_HAY,27.5,2.31,14.1,Watch,SYNTHETIC_DEMO
2021-05-20,IDN_TAB,36.5,2.67,10.0,Warning,SYNTHETIC_DEMO
2021-05-20,ZAF_RIC,24.9,2.52,10.2,Watch,SYNTHETIC_DEMO
2021-05-21,IND_VZG,32.3,2.25,10.2,Watch,SYNTHETIC_DEMO
2021-05-21,IND_PAR,28.3,1.93,12.4,Watch,SYNTHETIC_DEMO
2021-05-21,IND_GVM,24.6,1.98,15.8,Watch,SYNTHETIC_DEMO
2021-05-21,IND_DHM,27.3,2.23,11.5,Watch,SYNTHETIC_DEMO
2021-05-21,IND_HLD,24.8,2.68,17.5,Watch,SYNTHETIC_DEMO
2021-05-21,IND_GOP,31.9,2.49,12.3,Watch,SYNTHETIC_DEMO
2021-05-21,AUS_NEW,31.0,2.55,12.8,Watch,SYNTHETIC_DEMO
2021-05-21,AUS_HAY,32.5,2.48,20.4,Watch,SYNTHETIC_DEMO
2021-05-21,IDN_TAB,25.4,2.46,10.3,Watch,SYNTHETIC_DEMO
2021-05-21,ZAF_RIC,33.2,2.3,12.7,Watch,SYNTHETIC_DEMO
2021-05-22,IND_VZG,26.4,2.61,13.6,Watch,SYNTHETIC_DEMO
2021-05-22,IND_PAR,33.2,2.51,16.7,Watch,SYNTHETIC_DEMO
2021-05-22,IND_GVM,27.8,2.72,26.4,Watch,SYNTHETIC_DEMO
2021-05-22,IND_DHM,28.1,1.91,14.3,Watch,SYNTHETIC_DEMO
2021-05-22,IND_HLD,27.9,2.59,13.4,Watch,SYNTHETIC_DEMO
2021-05-22,IND_GOP,32.8,2.39,10.8,Watch,SYNTHETIC_DEMO
2021-05-22,AUS_NEW,31.9,2.27,20.5,Watch,SYNTHETIC_DEMO
2021-05-22,AUS_HAY,31.6,2.22,13.0,Watch,SYNTHETIC_DEMO
2021-05-22,IDN_TAB,29.9,2.82,34.8,Watch,SYNTHETIC_DEMO
2021-05-22,ZAF_RIC,27.0,2.03,17.2,Watch,SYNTHETIC_DEMO
2021-05-23,IND_VZG,26.4,2.38,33.5,Watch,SYNTHETIC_DEMO
2021-05-23,IND_PAR,28.7,2.56,18.8,Watch,SYNTHETIC_DEMO
2021-05-23,IND_GVM,27.9,2.36,15.8,Watch,SYNTHETIC_DEMO
2021-05-23,IND_DHM,27.3,2.64,11.3,Watch,SYNTHETIC_DEMO
2021-05-23,IND_HLD,35.2,2.75,11.9,Warning,SYNTHETIC_DEMO
2021-05-23,IND_GOP,29.9,2.03,11.1,Watch,SYNTHETIC_DEMO
2021-05-23,AUS_NEW,21.3,2.33,20.0,Watch,SYNTHETIC_DEMO
2021-05-23,AUS_HAY,23.0,2.32,21.5,Watch,SYNTHETIC_DEMO
2021-05-23,IDN_TAB,20.0,2.11,11.0,Watch,SYNTHETIC_DEMO
2021-05-23,ZAF_RIC,27.8,2.23,16.2,Watch,SYNTHETIC_DEMO
2021-05-24,IND_VZG,31.9,2.67,11.6,Watch,SYNTHETIC_DEMO
2021-05-24,IND_PAR,26.9,1.68,11.6,Watch,SYNTHETIC_DEMO
2021-05-24,IND_GVM,23.2,2.36,31.0,Watch,SYNTHETIC_DEMO
2021-05-24,IND_DHM,34.2,2.18,13.1,Watch,SYNTHETIC_DEMO
2021-05-24,IND_HLD,28.8,2.39,15.1,Watch,SYNTHETIC_DEMO
2021-05-24,IND_GOP,28.2,2.66,10.1,Watch,SYNTHETIC_DEMO
2021-05-24,AUS_NEW,32.4,2.39,19.0,Watch,SYNTHETIC_DEMO
2021-05-24,AUS_HAY,33.5,2.48,10.6,Watch,SYNTHETIC_DEMO
2021-05-24,IDN_TAB,27.8,2.49,13.4,Watch,SYNTHETIC_DEMO
2021-05-24,ZAF_RIC,27.0,2.48,15.2,Watch,SYNTHETIC_DEMO
2021-05-25,IND_VZG,28.8,2.33,11.4,Watch,SYNTHETIC_DEMO
2021-05-25,IND_PAR,21.4,2.21,15.0,Watch,SYNTHETIC_DEMO
2021-05-25,IND_GVM,31.6,2.39,15.6,Watch,SYNTHETIC_DEMO
2021-05-25,IND_DHM,30.0,2.43,10.2,Watch,SYNTHETIC_DEMO
2021-05-25,IND_HLD,24.9,2.63,28.5,Watch,SYNTHETIC_DEMO
2021-05-25,IND_GOP,26.8,2.23,11.8,Watch,SYNTHETIC_DEMO
2021-05-25,AUS_NEW,28.0,2.43,15.7,Watch,SYNTHETIC_DEMO
2021-05-25,AUS_HAY,25.3,1.68,14.8,Watch,SYNTHETIC_DEMO
2021-05-25,IDN_TAB,25.9,2.53,19.2,Watch,SYNTHETIC_DEMO
2021-05-25,ZAF_RIC,26.5,2.6,11.0,Watch,SYNTHETIC_DEMO
2021-05-26,IND_VZG,29.5,2.87,29.2,Watch,SYNTHETIC_DEMO
2021-05-26,IND_PAR,32.5,2.1,20.3,Watch,SYNTHETIC_DEMO
2021-05-26,IND_GVM,34.1,2.59,13.5,Watch,SYNTHETIC_DEMO
2021-05-26,IND_DHM,28.3,2.67,15.2,Watch,SYNTHETIC_DEMO
2021-05-26,IND_HLD,36.3,2.88,34.3,Warning,SYNTHETIC_DEMO
2021-05-26,IND_GOP,26.7,2.63,12.2,Watch,SYNTHETIC_DEMO
2021-05-26,AUS_NEW,21.7,1.88,11.4,Watch,SYNTHETIC_DEMO
2021-05-26,AUS_HAY,26.1,2.07,13.9,Watch,SYNTHETIC_DEMO
2021-05-26,IDN_TAB,28.2,2.54,17.5,Watch,SYNTHETIC_DEMO
2021-05-26,ZAF_RIC,31.1,2.43,12.2,Watch,SYNTHETIC_DEMO
2021-05-27,IND_VZG,28.1,2.67,15.0,Watch,SYNTHETIC_DEMO
2021-05-27,IND_PAR,21.3,2.03,12.1,Watch,SYNTHETIC_DEMO
2021-05-27,IND_GVM,25.3,2.3,23.9,Watch,SYNTHETIC_DEMO
2021-05-27,IND_DHM,22.8,2.84,18.0,Watch,SYNTHETIC_DEMO
2021-05-27,IND_HLD,33.2,2.26,14.9,Watch,SYNTHETIC_DEMO
2021-05-27,IND_GOP,31.5,2.56,17.6,Watch,SYNTHETIC_DEMO
2021-05-27,AUS_NEW,28.1,2.17,10.0,Watch,SYNTHETIC_DEMO
2021-05-27,AUS_HAY,25.5,2.66,10.2,Watch,SYNTHETIC_DEMO
2021-05-27,IDN_TAB,29.0,2.1,11.0,Watch,SYNTHETIC_DEMO
2021-05-27,ZAF_RIC,31.9,2.73,19.6,Watch,SYNTHETIC_DEMO
2021-05-28,IND_VZG,29.8,2.26,10.3,Watch,SYNTHETIC_DEMO
2021-05-28,IND_PAR,22.5,2.48,10.3,Watch,SYNTHETIC_DEMO
2021-05-28,IND_GVM,31.7,2.86,17.2,Watch,SYNTHETIC_DEMO
2021-05-28,IND_DHM,28.0,2.65,14.4,Watch,SYNTHETIC_DEMO
2021-05-28,IND_HLD,23.4,2.58,10.8,Watch,SYNTHETIC_DEMO
2021-05-28,IND_GOP,37.0,2.71,14.9,Warning,SYNTHETIC_DEMO
2021-05-28,AUS_NEW,22.9,2.4,11.3,Watch,SYNTHETIC_DEMO
2021-05-28,AUS_HAY,25.8,2.45,15.5,Watch,SYNTHETIC_DEMO
2021-05-28,IDN_TAB,23.5,2.06,10.0,Watch,SYNTHETIC_DEMO
2021-05-28,ZAF_RIC,25.8,2.08,12.9,Watch,SYNTHETIC_DEMO
2021-05-29,IND_VZG,24.4,2.3,12.4,Watch,SYNTHETIC_DEMO
2021-05-29,IND_PAR,29.3,2.72,12.8,Watch,SYNTHETIC_DEMO
2021-05-29,IND_GVM,21.4,2.11,30.9,Watch,SYNTHETIC_DEMO
2021-05-29,IND_DHM,19.8,2.24,12.9,Watch,SYNTHETIC_DEMO
2021-05-29,IND_HLD,28.9,2.1,16.3,Watch,SYNTHETIC_DEMO
2021-05-29,IND_GOP,33.6,2.44,20.8,Watch,SYNTHETIC_DEMO
2021-05-29,AUS_NEW,26.8,2.6,18.4,Watch,SYNTHETIC_DEMO
2021-05-29,AUS_HAY,25.2,2.56,13.9,Watch,SYNTHETIC_DEMO
2021-05-29,IDN_TAB,24.5,2.22,15.9,Watch,SYNTHETIC_DEMO
2021-05-29,ZAF_RIC,24.3,2.95,14.4,Watch,SYNTHETIC_DEMO
2021-05-30,IND_VZG,27.8,2.31,11.0,Watch,SYNTHETIC_DEMO
2021-05-30,IND_PAR,21.6,2.59,13.8,Watch,SYNTHETIC_DEMO
2021-05-30,IND_GVM,26.1,2.08,12.0,Watch,SYNTHETIC_DEMO
2021-05-30,IND_DHM,34.8,2.67,13.7,Watch,SYNTHETIC_DEMO
2021-05-30,IND_HLD,23.3,2.75,13.0,Watch,SYNTHETIC_DEMO
2021-05-30,IND_GOP,28.6,2.86,11.4,Watch,SYNTHETIC_DEMO
2021-05-30,AUS_NEW,17.1,2.36,12.6,Watch,SYNTHETIC_DEMO
2021-05-30,AUS_HAY,32.0,2.45,16.1,Watch,SYNTHETIC_DEMO
2021-05-30,IDN_TAB,26.0,1.94,15.5,Watch,SYNTHETIC_DEMO
2021-05-30,ZAF_RIC,30.9,2.2,15.8,Watch,SYNTHETIC_DEMO
2021-05-31,IND_VZG,31.9,2.23,17.8,Watch,SYNTHETIC_DEMO
2021-05-31,IND_PAR,28.5,2.54,12.8,Watch,SYNTHETIC_DEMO
2021-05-31,IND_GVM,27.0,2.55,10.2,Watch,SYNTHETIC_DEMO
2021-05-31,IND_DHM,23.2,2.06,14.4,Watch,SYNTHETIC_DEMO
2021-05-31,IND_HLD,26.1,2.84,12.9,Watch,SYNTHETIC_DEMO
2021-05-31,IND_GOP,29.8,2.24,14.5,Watch,SYNTHETIC_DEMO
2021-05-31,AUS_NEW,32.7,2.21,15.0,Watch,SYNTHETIC_DEMO
2021-05-31,AUS_HAY,29.9,2.59,10.5,Watch,SYNTHETIC_DEMO
2021-05-31,IDN_TAB,24.2,2.32,10.7,Watch,SYNTHETIC_DEMO
2021-05-31,ZAF_RIC,24.9,1.91,10.8,Watch,SYNTHETIC_DEMO
2021-06-01,IND_VZG,23.1,1.27,32.5,None,SYNTHETIC_DEMO
2021-06-01,IND_PAR,20.8,1.96,27.8,None,SYNTHETIC_DEMO
2021-06-01,IND_GVM,25.4,1.86,27.3,None,SYNTHETIC_DEMO
2021-06-01,IND_DHM,26.1,2.0,26.8,None,SYNTHETIC_DEMO
2021-06-01,IND_HLD,21.2,1.45,34.1,None,SYNTHETIC_DEMO
2021-06-01,IND_GOP,22.1,2.15,26.7,None,SYNTHETIC_DEMO
2021-06-01,AUS_NEW,21.2,1.55,30.2,None,SYNTHETIC_DEMO
2021-06-01,AUS_HAY,19.8,1.94,33.5,None,SYNTHETIC_DEMO
2021-06-01,IDN_TAB,25.1,1.76,30.4,None,SYNTHETIC_DEMO
2021-06-01,ZAF_RIC,22.5,2.35,26.7,None,SYNTHETIC_DEMO
2021-06-02,IND_VZG,19.8,2.2,41.9,None,SYNTHETIC_DEMO
2021-06-02,IND_PAR,24.6,1.58,31.5,None,SYNTHETIC_DEMO
2021-06-02,IND_GVM,22.7,2.06,29.0,None,SYNTHETIC_DEMO
2021-06-02,IND_DHM,22.6,2.11,34.7,None,SYNTHETIC_DEMO
2021-06-02,IND_HLD,27.7,1.61,25.4,None,SYNTHETIC_DEMO
2021-06-02,IND_GOP,20.4,1.9,27.6,None,SYNTHETIC_DEMO
2021-06-02,AUS_NEW,21.1,1.39,26.0,None,SYNTHETIC_DEMO
2021-06-02,AUS_HAY,20.2,1.95,25.0,None,SYNTHETIC_DEMO
2021-06-02,IDN_TAB,22.5,1.96,30.7,None,SYNTHETIC_DEMO
2021-06-02,ZAF_RIC,24.9,1.4,25.3,None,SYNTHETIC_DEMO
2021-06-03,IND_VZG,17.0,1.54,31.3,None,SYNTHETIC_DEMO
2021-06-03,IND_PAR,20.6,1.7,27.6,None,SYNTHETIC_DEMO
2021-06-03,IND_GVM,23.6,1.33,30.9,None,SYNTHETIC_DEMO
2021-06-03,IND_DHM,23.8,2.24,27.2,None,SYNTHETIC_DEMO
2021-06-03,IND_HLD,28.6,1.99,28.0,None,SYNTHETIC_DEMO
2021-06-03,IND_GOP,18.4,1.41,25.2,None,SYNTHETIC_DEMO
2021-06-03,AUS_NEW,15.9,2.22,28.3,None,SYNTHETIC_DEMO
2021-06-03,AUS_HAY,18.0,1.59,41.6,None,SYNTHETIC_DEMO
2021-06-03,IDN_TAB,15.9,1.37,25.7,None,SYNTHETIC_DEMO
2021-06-03,ZAF_RIC,28.4,1.12,33.3,None,SYNTHETIC_DEMO
2021-06-04,IND_VZG,19.5,1.66,29.1,None,SYNTHETIC_DEMO
2021-06-04,IND_PAR,20.6,2.02,27.7,None,SYNTHETIC_DEMO
2021-06-04,IND_GVM,19.3,1.41,37.5,None,SYNTHETIC_DEMO
2021-06-04,IND_DHM,19.0,2.02,27.2,None,SYNTHETIC_DEMO
2021-06-04,IND_HLD,30.1,2.07,29.3,None,SYNTHETIC_DEMO
2021-06-04,IND_GOP,23.4,1.85,29.4,None,SYNTHETIC_DEMO
